2025-11-03 12:31:12 | 세션 시작: session_034
2025-11-03 12:31:12 | 폴더 경로: experiments/20251103/20251103_123112_session_034
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | 전체 데이터 파이프라인 실행
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | Phase 1: arXiv 논문 수집
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:33:50 | arXiv 논문 수집 시작
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:42:00 | 배치 14/179: 50개 문서 저장 완료 (총: 700)
2025-11-03 12:42:00 | 배치 15/179: 50개 문서 저장 완료 (총: 750)
2025-11-03 12:42:00 | 배치 16/179: 50개 문서 저장 완료 (총: 800)
2025-11-03 12:42:00 | 배치 17/179: 50개 문서 저장 완료 (총: 850)
2025-11-03 12:42:00 | ⚠️  배치 18 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 18 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 18 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 18 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 19/179: 50개 문서 저장 완료 (총: 900)
2025-11-03 12:42:00 | 배치 20/179: 50개 문서 저장 완료 (총: 950)
2025-11-03 12:42:00 | 배치 21/179: 50개 문서 저장 완료 (총: 1000)
2025-11-03 12:42:00 | 배치 22/179: 50개 문서 저장 완료 (총: 1050)
2025-11-03 12:42:00 | 배치 23/179: 50개 문서 저장 완료 (총: 1100)
2025-11-03 12:42:00 | 배치 24/179: 50개 문서 저장 완료 (총: 1150)
2025-11-03 12:42:00 | 배치 25/179: 50개 문서 저장 완료 (총: 1200)
2025-11-03 12:42:00 | 배치 26/179: 50개 문서 저장 완료 (총: 1250)
2025-11-03 12:42:00 | 배치 27/179: 50개 문서 저장 완료 (총: 1300)
2025-11-03 12:42:00 | 배치 28/179: 50개 문서 저장 완료 (총: 1350)
2025-11-03 12:42:00 | 배치 29/179: 50개 문서 저장 완료 (총: 1400)
2025-11-03 12:42:00 | 배치 30/179: 50개 문서 저장 완료 (총: 1450)
2025-11-03 12:42:00 | 배치 31/179: 50개 문서 저장 완료 (총: 1500)
2025-11-03 12:42:00 | 배치 32/179: 50개 문서 저장 완료 (총: 1550)
2025-11-03 12:42:00 | 배치 33/179: 50개 문서 저장 완료 (총: 1600)
2025-11-03 12:42:00 | 배치 34/179: 50개 문서 저장 완료 (총: 1650)
2025-11-03 12:42:00 | 배치 35/179: 50개 문서 저장 완료 (총: 1700)
2025-11-03 12:42:00 | 배치 36/179: 50개 문서 저장 완료 (총: 1750)
2025-11-03 12:42:00 | 배치 37/179: 50개 문서 저장 완료 (총: 1800)
2025-11-03 12:42:00 | 배치 38/179: 50개 문서 저장 완료 (총: 1850)
2025-11-03 12:42:00 | 배치 39/179: 50개 문서 저장 완료 (총: 1900)
2025-11-03 12:42:00 | 배치 40/179: 50개 문서 저장 완료 (총: 1950)
2025-11-03 12:42:00 | 배치 41/179: 50개 문서 저장 완료 (총: 2000)
2025-11-03 12:42:00 | 배치 42/179: 50개 문서 저장 완료 (총: 2050)
2025-11-03 12:42:00 | 배치 43/179: 50개 문서 저장 완료 (총: 2100)
2025-11-03 12:42:00 | 배치 44/179: 50개 문서 저장 완료 (총: 2150)
2025-11-03 12:42:00 | 배치 45/179: 50개 문서 저장 완료 (총: 2200)
2025-11-03 12:42:00 | 배치 46/179: 50개 문서 저장 완료 (총: 2250)
2025-11-03 12:42:00 | 배치 47/179: 50개 문서 저장 완료 (총: 2300)
2025-11-03 12:42:00 | 배치 48/179: 50개 문서 저장 완료 (총: 2350)
2025-11-03 12:42:00 | 배치 49/179: 50개 문서 저장 완료 (총: 2400)
2025-11-03 12:42:00 | 배치 50/179: 50개 문서 저장 완료 (총: 2450)
2025-11-03 12:42:00 | ⚠️  배치 51 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 51 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 51 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 51 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 52/179: 50개 문서 저장 완료 (총: 2500)
2025-11-03 12:42:00 | 배치 53/179: 50개 문서 저장 완료 (총: 2550)
2025-11-03 12:42:00 | 배치 54/179: 50개 문서 저장 완료 (총: 2600)
2025-11-03 12:42:00 | 배치 55/179: 50개 문서 저장 완료 (총: 2650)
2025-11-03 12:42:00 | 배치 56/179: 50개 문서 저장 완료 (총: 2700)
2025-11-03 12:42:00 | ⚠️  배치 57 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 57 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 57 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 57 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | ⚠️  배치 58 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 58 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 58 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 58 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 59/179: 50개 문서 저장 완료 (총: 2750)
2025-11-03 12:42:00 | 배치 60/179: 50개 문서 저장 완료 (총: 2800)
2025-11-03 12:42:00 | 배치 61/179: 50개 문서 저장 완료 (총: 2850)
2025-11-03 12:42:00 | 배치 62/179: 50개 문서 저장 완료 (총: 2900)
2025-11-03 12:42:00 | 배치 63/179: 50개 문서 저장 완료 (총: 2950)
2025-11-03 12:42:00 | 배치 64/179: 50개 문서 저장 완료 (총: 3000)
2025-11-03 12:42:00 | 배치 65/179: 50개 문서 저장 완료 (총: 3050)
2025-11-03 12:42:00 | 배치 66/179: 50개 문서 저장 완료 (총: 3100)
2025-11-03 12:42:00 | 배치 67/179: 50개 문서 저장 완료 (총: 3150)
2025-11-03 12:42:00 | 배치 68/179: 50개 문서 저장 완료 (총: 3200)
2025-11-03 12:42:00 | 배치 69/179: 50개 문서 저장 완료 (총: 3250)
2025-11-03 12:42:00 | 배치 70/179: 50개 문서 저장 완료 (총: 3300)
2025-11-03 12:42:00 | 배치 71/179: 50개 문서 저장 완료 (총: 3350)
2025-11-03 12:42:00 | 배치 72/179: 50개 문서 저장 완료 (총: 3400)
2025-11-03 12:42:00 | 배치 73/179: 50개 문서 저장 완료 (총: 3450)
2025-11-03 12:42:00 | 배치 74/179: 50개 문서 저장 완료 (총: 3500)
2025-11-03 12:42:00 | 배치 75/179: 50개 문서 저장 완료 (총: 3550)
2025-11-03 12:42:00 | 배치 76/179: 50개 문서 저장 완료 (총: 3600)
2025-11-03 12:42:00 | 배치 77/179: 50개 문서 저장 완료 (총: 3650)
2025-11-03 12:42:00 | 배치 78/179: 50개 문서 저장 완료 (총: 3700)
2025-11-03 12:42:00 | 배치 79/179: 50개 문서 저장 완료 (총: 3750)
2025-11-03 12:42:00 | 배치 80/179: 50개 문서 저장 완료 (총: 3800)
2025-11-03 12:42:00 | 배치 81/179: 50개 문서 저장 완료 (총: 3850)
2025-11-03 12:42:00 | 배치 82/179: 50개 문서 저장 완료 (총: 3900)
2025-11-03 12:42:00 | 배치 83/179: 50개 문서 저장 완료 (총: 3950)
2025-11-03 12:42:00 | 배치 84/179: 50개 문서 저장 완료 (총: 4000)
2025-11-03 12:42:00 | 배치 85/179: 50개 문서 저장 완료 (총: 4050)
2025-11-03 12:42:00 | 배치 86/179: 50개 문서 저장 완료 (총: 4100)
2025-11-03 12:42:00 | 배치 87/179: 50개 문서 저장 완료 (총: 4150)
2025-11-03 12:42:00 | 배치 88/179: 50개 문서 저장 완료 (총: 4200)
2025-11-03 12:42:00 | 배치 89/179: 50개 문서 저장 완료 (총: 4250)
2025-11-03 12:42:00 | 배치 90/179: 50개 문서 저장 완료 (총: 4300)
2025-11-03 12:42:00 | 배치 91/179: 50개 문서 저장 완료 (총: 4350)
2025-11-03 12:42:00 | 배치 92/179: 50개 문서 저장 완료 (총: 4400)
2025-11-03 12:42:00 | 배치 93/179: 50개 문서 저장 완료 (총: 4450)
2025-11-03 12:42:00 | 배치 94/179: 50개 문서 저장 완료 (총: 4500)
2025-11-03 12:42:00 | 배치 95/179: 50개 문서 저장 완료 (총: 4550)
2025-11-03 12:42:00 | 배치 96/179: 50개 문서 저장 완료 (총: 4600)
2025-11-03 12:42:00 | 배치 97/179: 50개 문서 저장 완료 (총: 4650)
2025-11-03 12:42:00 | 배치 98/179: 50개 문서 저장 완료 (총: 4700)
2025-11-03 12:42:00 | 배치 99/179: 50개 문서 저장 완료 (총: 4750)
2025-11-03 12:42:00 | 배치 100/179: 50개 문서 저장 완료 (총: 4800)
2025-11-03 12:42:00 | 배치 101/179: 50개 문서 저장 완료 (총: 4850)
2025-11-03 12:42:00 | 배치 102/179: 50개 문서 저장 완료 (총: 4900)
2025-11-03 12:42:00 | 배치 103/179: 50개 문서 저장 완료 (총: 4950)
2025-11-03 12:42:00 | 배치 104/179: 50개 문서 저장 완료 (총: 5000)
2025-11-03 12:42:00 | 배치 105/179: 50개 문서 저장 완료 (총: 5050)
2025-11-03 12:42:00 | 배치 106/179: 50개 문서 저장 완료 (총: 5100)
2025-11-03 12:42:00 | 배치 107/179: 50개 문서 저장 완료 (총: 5150)
2025-11-03 12:42:00 | 배치 108/179: 50개 문서 저장 완료 (총: 5200)
2025-11-03 12:42:00 | 배치 109/179: 50개 문서 저장 완료 (총: 5250)
2025-11-03 12:42:00 | 배치 110/179: 50개 문서 저장 완료 (총: 5300)
2025-11-03 12:42:00 | 배치 111/179: 50개 문서 저장 완료 (총: 5350)
2025-11-03 12:42:00 | 배치 112/179: 50개 문서 저장 완료 (총: 5400)
2025-11-03 12:42:00 | 배치 113/179: 50개 문서 저장 완료 (총: 5450)
2025-11-03 12:42:00 | 배치 114/179: 50개 문서 저장 완료 (총: 5500)
2025-11-03 12:42:00 | 배치 115/179: 50개 문서 저장 완료 (총: 5550)
2025-11-03 12:42:00 | 배치 116/179: 50개 문서 저장 완료 (총: 5600)
2025-11-03 12:42:00 | 배치 117/179: 50개 문서 저장 완료 (총: 5650)
2025-11-03 12:42:00 | 배치 118/179: 50개 문서 저장 완료 (총: 5700)
2025-11-03 12:42:00 | 배치 119/179: 50개 문서 저장 완료 (총: 5750)
2025-11-03 12:42:00 | 배치 120/179: 50개 문서 저장 완료 (총: 5800)
2025-11-03 12:42:00 | 배치 121/179: 50개 문서 저장 완료 (총: 5850)
2025-11-03 12:42:00 | 배치 122/179: 50개 문서 저장 완료 (총: 5900)
2025-11-03 12:42:00 | 배치 123/179: 50개 문서 저장 완료 (총: 5950)
2025-11-03 12:42:00 | ⚠️  배치 124 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 124 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 124 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 124 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 125/179: 50개 문서 저장 완료 (총: 6000)
2025-11-03 12:42:00 | 배치 126/179: 50개 문서 저장 완료 (총: 6050)
2025-11-03 12:42:00 | 배치 127/179: 50개 문서 저장 완료 (총: 6100)
2025-11-03 12:42:00 | 배치 128/179: 50개 문서 저장 완료 (총: 6150)
2025-11-03 12:42:00 | 배치 129/179: 50개 문서 저장 완료 (총: 6200)
2025-11-03 12:42:00 | 배치 130/179: 50개 문서 저장 완료 (총: 6250)
2025-11-03 12:42:00 | 배치 131/179: 50개 문서 저장 완료 (총: 6300)
2025-11-03 12:42:00 | 배치 132/179: 50개 문서 저장 완료 (총: 6350)
2025-11-03 12:42:00 | 배치 133/179: 50개 문서 저장 완료 (총: 6400)
2025-11-03 12:42:00 | 배치 134/179: 50개 문서 저장 완료 (총: 6450)
2025-11-03 12:42:00 | 배치 135/179: 50개 문서 저장 완료 (총: 6500)
2025-11-03 12:42:00 | 배치 136/179: 50개 문서 저장 완료 (총: 6550)
2025-11-03 12:42:00 | 배치 137/179: 50개 문서 저장 완료 (총: 6600)
2025-11-03 12:42:00 | 배치 138/179: 50개 문서 저장 완료 (총: 6650)
2025-11-03 12:42:00 | 배치 139/179: 50개 문서 저장 완료 (총: 6700)
2025-11-03 12:42:00 | 배치 140/179: 50개 문서 저장 완료 (총: 6750)
2025-11-03 12:42:00 | 배치 141/179: 50개 문서 저장 완료 (총: 6800)
2025-11-03 12:42:00 | 배치 142/179: 50개 문서 저장 완료 (총: 6850)
2025-11-03 12:42:00 | 배치 143/179: 50개 문서 저장 완료 (총: 6900)
2025-11-03 12:42:00 | 배치 144/179: 50개 문서 저장 완료 (총: 6950)
2025-11-03 12:42:00 | 배치 145/179: 50개 문서 저장 완료 (총: 7000)
2025-11-03 12:42:00 | 배치 146/179: 50개 문서 저장 완료 (총: 7050)
2025-11-03 12:42:00 | 배치 147/179: 50개 문서 저장 완료 (총: 7100)
2025-11-03 12:42:00 | 배치 148/179: 50개 문서 저장 완료 (총: 7150)
2025-11-03 12:42:00 | 배치 149/179: 50개 문서 저장 완료 (총: 7200)
2025-11-03 12:42:00 | 배치 150/179: 50개 문서 저장 완료 (총: 7250)
2025-11-03 12:42:00 | 배치 151/179: 50개 문서 저장 완료 (총: 7300)
2025-11-03 12:42:00 | 배치 152/179: 50개 문서 저장 완료 (총: 7350)
2025-11-03 12:42:00 | 배치 153/179: 50개 문서 저장 완료 (총: 7400)
2025-11-03 12:42:00 | 배치 154/179: 50개 문서 저장 완료 (총: 7450)
2025-11-03 12:42:00 | 배치 155/179: 50개 문서 저장 완료 (총: 7500)
2025-11-03 12:42:00 | 배치 156/179: 50개 문서 저장 완료 (총: 7550)
2025-11-03 12:42:00 | 배치 157/179: 50개 문서 저장 완료 (총: 7600)
2025-11-03 12:42:00 | 배치 158/179: 50개 문서 저장 완료 (총: 7650)
2025-11-03 12:42:00 | 배치 159/179: 50개 문서 저장 완료 (총: 7700)
2025-11-03 12:42:00 | 배치 160/179: 50개 문서 저장 완료 (총: 7750)
2025-11-03 12:42:00 | 배치 161/179: 50개 문서 저장 완료 (총: 7800)
2025-11-03 12:42:00 | 배치 162/179: 50개 문서 저장 완료 (총: 7850)
2025-11-03 12:42:00 | ⚠️  배치 163 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 163 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 163 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 163 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | ⚠️  배치 164 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 164 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 164 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 164 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 165/179: 50개 문서 저장 완료 (총: 7900)
2025-11-03 12:42:00 | 배치 166/179: 50개 문서 저장 완료 (총: 7950)
2025-11-03 12:42:00 | 배치 167/179: 50개 문서 저장 완료 (총: 8000)
2025-11-03 12:42:00 | 배치 168/179: 50개 문서 저장 완료 (총: 8050)
2025-11-03 12:42:00 | 배치 169/179: 50개 문서 저장 완료 (총: 8100)
2025-11-03 12:42:00 | 배치 170/179: 50개 문서 저장 완료 (총: 8150)
2025-11-03 12:42:00 | 배치 171/179: 50개 문서 저장 완료 (총: 8200)
2025-11-03 12:42:00 | 배치 172/179: 50개 문서 저장 완료 (총: 8250)
2025-11-03 12:42:00 | ⚠️  배치 173 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (1/3)
2025-11-03 12:42:00 | ⚠️  배치 173 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도 중... (2/3)
2025-11-03 12:42:00 | ⚠️  배치 173 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ❌ 배치 173 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-03 12:42:00 | 배치 174/179: 50개 문서 저장 완료 (총: 8300)
2025-11-03 12:42:00 | 배치 175/179: 50개 문서 저장 완료 (총: 8350)
2025-11-03 12:42:00 | 배치 176/179: 50개 문서 저장 완료 (총: 8400)
2025-11-03 12:42:00 | 배치 177/179: 50개 문서 저장 완료 (총: 8450)
2025-11-03 12:42:00 | 배치 178/179: 50개 문서 저장 완료 (총: 8500)
2025-11-03 12:42:00 | 배치 179/179: 1개 문서 저장 완료 (총: 8501)
2025-11-03 12:42:00 | ⚠️  8개 배치 실패, 재시도 중...
2025-11-03 12:42:00 | 재시도: 배치 18...
2025-11-03 12:42:00 | ❌ 배치 18 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 51...
2025-11-03 12:42:00 | ❌ 배치 51 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 57...
2025-11-03 12:42:00 | ❌ 배치 57 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 58...
2025-11-03 12:42:00 | ❌ 배치 58 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 124...
2025-11-03 12:42:00 | ❌ 배치 124 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 163...
2025-11-03 12:42:00 | ❌ 배치 163 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 164...
2025-11-03 12:42:00 | ❌ 배치 164 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | 재시도: 배치 173...
2025-11-03 12:42:00 | ❌ 배치 173 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-03 12:42:00 | ✅ 8501/8901개 문서가 Vector DB에 저장되었습니다. (성공률: 95.5%)
2025-11-03 12:42:00 | ⚠️  400개 문서가 저장되지 않았습니다.
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 58 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 6 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 8 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 10 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 26 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 28 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 30 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 32 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 34 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 36 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 38 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 43 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 45 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 47 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 49 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 51 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 72 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 74 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 95 0 (offset 0)
2025-11-03 12:42:00 | [STDERR] Ignoring wrong pointing object 100 0 (offset 0)
2025-11-03 12:42:00 | ✅ Phase 4: 임베딩 생성 및 Vector DB 저장 완료
2025-11-03 12:42:00 | ============================================================
2025-11-03 12:42:00 | ✅ 전체 파이프라인 실행 완료!
2025-11-03 12:42:00 | ============================================================
2025-11-03 12:42:00 | ==================================================
2025-11-03 12:42:00 | 실험 종료
2025-11-03 12:42:00 | ==================================================
